Property Type,Size(m²),Rooms,Floor,Furnished,Shareable,Pets allowed,Elevator,Senior friendly,Students only,Balcony,Parking,Dishwasher,Washing machine,Electric charging station,Dryer,Energy rating,Rental period,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,Listing-id,Adress,district
Apartment,97,4,2,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,16500,800,49500,0,66800,04/10/2023,5266538,"Frederikskaj, 2450 København, København SV  - 2nd floor",København SV
Apartment,68,2,4,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,10700,800,32100,10700,54300,04/10/2023,5393237,"Jens Kofoeds Gade, 2630 København, Taastrup  - 4th floor",Taastrup
Apartment,71,2,3,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,10600,850,31800,10600,53850,04/10/2023,5393236,"Jens Kofoeds Gade, 2630 København, Taastrup  - 3rd floor",Taastrup
House,163,5,0,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,12-23 months,As soon as possible,20000,,60000,,80000,04/10/2023,5393183,"Caroline Amalie Vej, 2800 København, Kongens Lyngby ",Kongens Lyngby
Apartment,32,2,1,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,As soon as possible,9600,850,28800,9600,48850,15/09/2022,5302590,"Finsensvej, 2000 København, Frederiksberg  - 1st floor",Frederiksberg
Apartment,56,2,0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,11900,1050,35700,11900,60550,16/08/2023,5380544,"Gertrude Steins Vej, 2300 København, København S  - Ground floor",København S
Apartment,159,6,5,No,No,No,Yes,Not specified,Not specified,Yes,Not specified,Not specified,Not specified,No,Not specified,-,12-23 months,As soon as possible,35000,1500,105000,,141500,03/10/2023,5282330,"J.C Jacobsens Gade, 1799 København, København V  - 5th floor",København V
Apartment,88,2,1,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,15000,750,45000,15000,75750,03/10/2023,5285361,"Buddinge Hovedgade, 2860 København, Søborg  - 1st floor",Søborg
Apartment,81,3,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11300,950,33900,11300,57450,02/10/2023,5392604,"Jens Kofoeds Gade, 2630 København, Taastrup  - Ground floor",Taastrup
Apartment,98,3,0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,-,24+ months,As soon as possible,17500,1000,52500,17500,88500,02/10/2023,5101431,"Finsensvej, 2000 København, Frederiksberg  - Ground floor",Frederiksberg
Apartment,127,4,5,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,17800,1350,53400,17800,90350,02/10/2023,5392566,"Ørestads Boulevard, 2300 København, København S  - 5th floor",København S
Apartment,64,2,0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,12200,700,36600,12200,61700,02/10/2023,5392565,"Gertrude Steins Vej, 2300 København, København S  - Ground floor",København S
Apartment,78,3,6,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,14500,800,43500,14500,73300,02/10/2023,5392564,"Ørestads Boulevard, 2300 København, København S  - 6th floor",København S
Apartment,103,4,3,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,17000,1100,51000,17000,86100,02/10/2023,5392563,"Martha Christensens Vej, 2300 København, København S  - 3rd floor",København S
Apartment,142,4,1,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,Unlimited,As soon as possible,19900,2500,59700,19900,102000,02/10/2023,5387885,"Skindergade, 1159 København, København K  - 1st floor",København K
Townhouse,122,5,0,Yes,No,Yes,No,Not specified,Not specified,Yes,Yes,Yes,Yes,No,Yes,,24+ months,As soon as possible,18000,600,54000,0,72600,02/10/2023,5296496,"Frydenhøjparken, 2650 København, Hvidovre ",Hvidovre
Apartment,77,2,2,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,13995,600,41985,13995,70575,02/10/2023,4436511,"Amager Strandvej, 2300 København, København S  - 2nd floor",København S
Apartment,88,3,5,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,13900,1500,41700,41700,98800,30/09/2023,5392180,"Tommerupgade, 2630 København, Taastrup  - 5th floor",Taastrup
House,160,5,0,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,,24+ months,As soon as possible,35000,2500,99000,33000,169500,29/09/2023,4802469,"Schimmelmannsvej, 2930 København, Klampenborg ",Klampenborg
Apartment,102,4,10,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,1 June 2024,16200,1105,48600,16200,82105,29/09/2023,5392117,"Richard Mortensens Vej, 2300 København, København S  - 10th floor",København S
Apartment,66,2,1,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,12600,790,37800,12600,63790,29/09/2023,5392104,"Else Alfelts Vej, 2300 København, København S  - 1st floor",København S
Room,24,1,3,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,,Unlimited,As soon as possible,5500,0,5500,0,11000,29/09/2023,5391884,"Valbygårdsvej, 2500 København, Valby  - 3rd floor",Valby
Apartment,69,3,2,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,12900,675,25800,12900,52275,28/09/2023,5391952,"Gyngemose Parkvej, 2860 København, Søborg  - 2nd floor",Søborg
Apartment,71,3,1,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,12700,725,25400,12700,51525,28/09/2023,5391951,"Gyngemose Parkvej, 2860 København, Søborg  - 1st floor",Søborg
Apartment,140,3,6,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,33500,1400,100500,33500,168900,28/09/2023,5391805,"Drechselsgade, 2300 København, København S  - 6th floor",København S
Apartment,26,1,2,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,As soon as possible,7700,750,23100,7700,39250,28/09/2023,5319605,"Finsensvej, 2000 København, Frederiksberg  - 2nd floor",Frederiksberg
Apartment,105,3,5,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,29800,1600,59600,0,91000,28/09/2023,5391782,"Dunkerquegade, 2150 København, Nordhavn  - 5th floor",Nordhavn
Room,14,1,1,Yes,No,No,No,No,Yes,No,No,No,No,No,No,,1-11 months,As soon as possible,5000,0,5000,0,10000,28/09/2023,5218658,"N. Jespersens Vej, 2000 København, Frederiksberg  - 1st floor",Frederiksberg
Room,15,1,0,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,,Unlimited,As soon as possible,4500,0,4500,4500,13500,20/08/2023,5409241,"Hvidovrevej, 2650 København, Hvidovre ",Hvidovre
Apartment,65,2,3,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,,Unlimited,As soon as possible,11000,975,33000,11000,55975,27/09/2023,5391595,"Rolighedsvej, 2750 København, Ballerup  - 3rd floor",Ballerup
Room,7,1,5,Yes,No,No,No,No,No,No,No,No,No,No,No,,1-11 months,As soon as possible,4000,0,8000,4000,16000,26/09/2023,5391452,"Classensgade, 2100 København, København Ø  - 5th floor",København Ø
House,196,5,0,No,No,No,No,Not specified,Not specified,Yes,Yes,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,30000,1000,90000,30000,151000,26/09/2023,5391440,"Strandlinien, 2791 København, Dragør ",Dragør
Apartment,68,2,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,10500,800,31500,10500,53300,26/09/2023,5391299,"Jens Kofoeds Gade, 2630 København, Taastrup  - Ground floor",Taastrup
Apartment,100,3,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11900,1150,35700,11900,60650,26/09/2023,5391295,"Jens Kofoeds Gade, 2630 København, Taastrup ",Taastrup
Room,14,1,3,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,,12-23 months,As soon as possible,5000,0,5000,0,10000,26/09/2023,5369108,"Peter Bangs Vej, 2000 København, Frederiksberg  - 3rd floor",Frederiksberg
Apartment,84,3,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,11525,725,34575,11525,58350,26/09/2023,5391211,"Cikoriegade, 2640 København, Hedehusene  - 1st floor",Hedehusene
Room,8,1,1,No,No,No,No,No,No,Yes,No,No,Yes,No,No,-,Unlimited,As soon as possible,4500,0,4500,0,9000,24/09/2023,5287493,"L.I. Brandes Alle, 1956 København, Frederiksberg C  - 1st floor",Frederiksberg C
Apartment,29,1,1,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,,Unlimited,As soon as possible,13000,550,26000,13000,52550,19/04/2023,5309634,"Njalsgade, 2300 København, København S  - 1st floor",København S
Apartment,58,2,0,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,12-23 months,As soon as possible,15000,600,45000,,60600,22/09/2023,5390463,"Møllegade, 2791 København, Dragør ",Dragør
Apartment,26,1,0,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,5406,650,16218,0,22274,22/09/2023,5356228,"Brøndbyøster Boulevard, 2605 København, Brøndby  - Ground floor",Brøndby
Apartment,32,1,0,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,6254,650,18762,0,25666,22/09/2023,5356234,"Brøndbyøster Boulevard, 2605 København, Brøndby  - Ground floor",Brøndby
Room,14,1,2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,-,1-11 months,As soon as possible,7000,0,21000,0,28000,09/10/2023,5380798,"Nørregade, 1165 København, København K  - 2nd floor",København K
Apartment,129,4,4,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,24+ months,1 April 2024,31000,,93000,,124000,20/09/2023,5389675,"Papirøen, 1436 København, København K  - 4th floor",København K
House,178,7,0,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1-11 months,1 June 2024,25500,0,76500,25500,127500,18/09/2023,5388932,"Ndr Strandvej, 2791 København, Dragør ",Dragør
Apartment,88,3,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,13950,950,41850,13950,70700,13/09/2023,5321750,"Emma Gads Vej, 2300 København, København S  - Ground floor",København S
Apartment,40,1,3,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,31 March 2024,11000,750,33000,11000,55750,13/09/2023,5302658,"Finsensvej, 2000 København, Frederiksberg  - 3rd floor",Frederiksberg
House,254,9,0,No,No,Yes,No,Not specified,Not specified,No,No,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,47500,2500,142500,47500,240000,13/09/2023,4128894,"Skodsborg Strandvej, 2942 København, Skodsborg ",Skodsborg
Apartment,47,2,3,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,-,12-23 months,As soon as possible,12000,800,24000,0,36800,12/09/2023,5221990,"Kirkegårdsvej, 2300 København, København S  - 3rd floor",København S
Apartment,72,2,0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,15644,1631,42432,14144,73851,12/09/2023,5387709,"Skovbrynet, 2800 København, Kongens Lyngby  - Ground floor",Kongens Lyngby
Apartment,184,5,5,No,No,No,Not specified,Not specified,Not specified,Yes,Not specified,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,27250,1540,81750,81750,192290,12/09/2023,5177631,"Borgmester Jensens Allé, 2100 København, København Ø  - 5th floor",København Ø
Apartment,59,2,4,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,13400,600,40200,13400,67600,11/09/2023,5387436,"Gertrude Steins Vej, 2300 København, København S  - 4th floor",København S
Apartment,97,4,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,16500,1000,49500,16500,83500,11/09/2023,5387435,"Ørestads Boulevard, 2300 København, København S  - 1st floor",København S
House,145,5,0,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,24+ months,As soon as possible,22500,0,67500,0,90000,08/09/2023,5386631,"Vallensbæk Strandvej, 2665 København, Vallensbæk Strand ",Vallensbæk Strand
Apartment,56,2,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 March 2024,12000,550,36000,12000,60550,08/09/2023,5320594,"Dea Trier Mørchs Vej, 2300 København, København S  - Ground floor",København S
Apartment,106,4,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,17200,1100,51600,17200,87100,06/09/2023,5386200,"Martha Christensens Vej, 2300 København, København S  - 1st floor",København S
Room,15,1,2,Yes,No,No,Yes,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,24+ months,As soon as possible,7000,0,14000,7000,28000,03/09/2023,5308766,"Dagøgade, 2300 København, København S  - 2nd floor",København S
House,141,6,0,Yes,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,1-11 months,As soon as possible,24900,5000,20000,0,49900,01/09/2023,4521882,"Merianvej, 2900 København, Hellerup ",Hellerup
Apartment,102,4,5,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,17200,1100,51600,17200,87100,31/08/2023,5384512,"Martha Christensens Vej, 2300 København, København S  - 5th floor",København S
Apartment,85,2,3,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,15 April 2024,12995,800,12995,0,26790,24/08/2023,5338092,"Vallensbæk Stationstorv, 2665 København, Vallensbæk Strand  - 3rd floor",Vallensbæk Strand
Apartment,46,1,5,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,,Unlimited,As soon as possible,10500,750,31500,10500,53250,24/08/2023,5288335,"Poul Bundgaards Vej, 2500 København, Valby  - 5th floor",Valby
Apartment,98,4,4,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,15100,800,45300,15100,76300,22/08/2023,5381868,"Gyngemose Parkvej, 2860 København, Søborg  - 4th floor",Søborg
Room,40,2,0,Yes,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,12-23 months,As soon as possible,7000,0,14000,7000,28000,18/08/2023,4843326,"Holgersvej, 2920 København, Charlottenlund  - Ground floor",Charlottenlund
Apartment,90,2,3,No,No,No,No,Not specified,Not specified,No,Not specified,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,12200,,36600,12200,61000,18/08/2023,5380994,"Nordmarks Alle, 2620 København, Albertslund  - 3rd floor",Albertslund
Apartment,147,4,4,No,No,No,Yes,Not specified,Not specified,Yes,No,Not specified,Not specified,No,Not specified,,Unlimited,15 July 2024,18500,1750,55500,,75750,16/08/2023,5380547,"Edvard Thomsens Vej, 2300 København, København S  - 4th floor",København S
Room,15,1,0,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,-,24+ months,As soon as possible,4500,0,9000,0,13500,12/08/2023,3629936,"Skovlunde Byvej, 2740 København, Skovlunde ",Skovlunde
Apartment,97,4,5,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,17000,700,51000,17000,85700,11/08/2023,5379708,"Ørestads Boulevard, 2300 København, København S  - 5th floor",København S
Apartment,73,3,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,13600,700,40800,13600,68700,11/08/2023,5379697,"Ørestads Boulevard, 2300 København, København S  - 1st floor",København S
Apartment,140,3,5,Yes,No,No,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,-,1-11 months,As soon as possible,26000,1500,78000,,105500,11/08/2023,5252442,"Store Kongensgade, 1264 København, København K  - 5th floor",København K
Apartment,131,4,2,No,No,No,Yes,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,35000,1500,105000,70000,211500,11/08/2023,5379675,"Papirøen, 1436 København, København K  - 2nd floor",København K
Apartment,132,4,2,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,35000,1500,105000,70000,211500,11/08/2023,5379673,"Papirøen, 1436 København, København K  - 2nd floor",København K
Apartment,128,4,4,No,No,No,Yes,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,30000,1500,90000,60000,181500,11/08/2023,5379671,"Papirøen, 1436 København, København K  - 4th floor",København K
Apartment,149,6,0,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,,12-23 months,As soon as possible,19900,1500,59700,19900,101000,11/08/2023,5422812,"Kjærstrupvej, 2500 København, Valby  - Ground floor",Valby
Apartment,188,2,4,Yes,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,24+ months,1 April 2024,28000,1500,84000,,113500,10/08/2023,3842923,"Vimmelskaftet, 1161 København, København K  - 4th floor",København K
Apartment,129,4,2,No,No,No,Yes,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,30000,1500,90000,60000,181500,10/08/2023,5379429,"Papirøen, 1436 København, København K  - 2nd floor",København K
House,144,5,0,No,Yes,No,No,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,,24+ months,As soon as possible,22000,3500,66000,66000,157500,10/08/2023,5333672,"Ålekistevej, 2720 København, Vanløse ",Vanløse
Apartment,50,2,4,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,,1-11 months,As soon as possible,17000,1000,17000,17000,52000,08/08/2023,5378818,"Callisensvej, 2900 København, Hellerup  - 4th floor",Hellerup
Apartment,25,1,2,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,As soon as possible,7700,750,23100,7700,39250,07/08/2023,5322792,"Finsensvej, 2000 København, Frederiksberg  - 2nd floor",Frederiksberg
Apartment,120,4,1,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,1-11 months,As soon as possible,19000,2500,38000,0,59500,01/08/2023,5016270,"Fuglegårdsvej, 2820 København, Gentofte  - 1st floor",Gentofte
Apartment,117,4,3,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,16000,1000,32000,16000,65000,24/07/2023,5375802,"Vejlesvinget, 2665 København, Vallensbæk Strand  - 3rd floor",Vallensbæk Strand
Apartment,151,3,2,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,32000,1200,96000,,129200,20/07/2023,5375090,"Vodroffsvej, 1900 København, Frederiksberg C  - 2nd floor",Frederiksberg C
Room,33,1,0,Yes,No,No,No,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,6000,0,6000,0,12000,13/07/2023,5372745,"Bygaden, 2625 København, Vallensbæk ",Vallensbæk
Apartment,122,4,0,No,No,No,No,No,No,No,No,No,No,No,No,,Unlimited,As soon as possible,14200,1400,42600,14200,72400,12/07/2023,5372437,"Kongelysvej, 2640 København, Hedehusene  - Ground floor",Hedehusene
Room,12,1,1,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,,Unlimited,As soon as possible,5500,0,16500,0,22000,10/07/2023,5312186,"Havneholmen, 2450 København, København SV  - 1st floor",København SV
Apartment,62,2,2,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,-,Unlimited,As soon as possible,11100,700,33300,11100,56200,07/07/2023,5314261,"Kaffevej, 2610 København, Rødovre  - 2nd floor",Rødovre
Apartment,90,3,0,No,No,No,No,No,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,,1-11 months,As soon as possible,14500,2000,10000,0,26500,03/07/2023,5190436,"Teglgårdsvej, 2920 København, Charlottenlund ",Charlottenlund
Apartment,96,4,4,No,No,Yes,Yes,Yes,No,Yes,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,As soon as possible,17300,1100,51900,0,70300,29/06/2023,5263129,"Otto Brandenburgs Vej, 2450 København, København SV  - 4th floor",København SV
Apartment,84,3,2,Yes,No,Yes,Yes,No,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,,1-11 months,As soon as possible,16500,800,49500,33000,99800,26/06/2023,5368076,"Rønnegade, 2100 København, København Ø  - 2nd floor",København Ø
Apartment,32,1,0,Yes,Yes,No,Yes,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,,12-23 months,As soon as possible,8800,400,17600,0,26800,21/06/2023,5367374,"Hejrevej, 2400 København, København NV ",København NV
Apartment,120,5,1,No,No,No,No,No,No,Yes,No,Yes,Yes,Not specified,Yes,,24+ months,As soon as possible,18750,1500,56250,18750,95250,30/05/2023,4613913,"Phistersvej, 2900 København, Hellerup  - 1st floor",Hellerup
Room,10,1,0,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Not specified,Yes,,Unlimited,1 May 2024,7700,0,22500,0,30200,24/05/2023,5361083,"Ben Websters Vej, 2450 København, København SV ",København SV
Apartment,96,4,4,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,11900,1160,35700,11900,60660,08/05/2023,5357313,"Havtornvej, 2640 København, Hedehusene  - 4th floor",Hedehusene
Apartment,34,1,0,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,,Unlimited,As soon as possible,10800,550,21600,10800,43750,19/04/2023,5309351,"Njalsgade, 2300 København, København S  - Ground floor",København S
Apartment,29,1,2,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,,Unlimited,As soon as possible,9500,550,19000,9500,38550,19/04/2023,5309632,"Njalsgade, 2300 København, København S  - 2nd floor",København S
